,risk_decomposition,risk_decomposition,risk_decomposition,risk_decomposition,metrics,metrics,metrics,metrics,metrics,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,hyperparameters,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics,statistics
,approx,usability,probe_gen,enc_gen,train_test,train-nperclass-30_test,train-balsbst-ntrain0.01_test,train-nperclass-5_test,train-nperclass-3_test,objective,ssl_mode,version,n_negatives,n_classes,is_stopgrad,is_ema,other,pred_dim,projection_hid_width,projection_hid_depth,architecture_exact,architecture,family,patch_size,projection1_arch,projection2_arch,projection_same,n_parameters,projection_nparameters,pretraining_data,finetuning_data,img_size,views,is_aug_invariant,augmentations,z_dim,z_layer,epochs,batch_size,optimizer,learning_rate,weight_decay,scheduler,is_aug_autoaug,is_aug_blur,is_aug_color,is_aug_crop,is_aug_erasing,is_aug_flip,is_aug_gray,is_aug_jigsaw,is_aug_masking,is_aug_normalize,is_aug_photometric,is_aug_rotate,is_aug_solarize,is_aug_anygeometric,is_aug_anycolor,n_augmentations,nviews,projection_nparameters_hidden,where,notes,month,year,license,is_official,is_industry,is_our_extract,n_pus,pu_type,time_hours,top1acc_in1k_official,top1acc_in1k-1%_official,top1acc_in1k-c5_official,date_published,train_rank,train_rank_Z,train_nc1,train_intra_var,train_inter_var,train_uniformity,train_alignment,test_rank,test_rank_Z,test_nc1,test_intra_var,test_inter_var,test_uniformity,test_alignment,trainaug_nc1,trainaug_intra_var,trainaug_inter_var,trainaug_alignment,testaug_nc1,testaug_intra_var,testaug_inter_var,testaug_alignment,trainrealaug_nc1,trainrealaug_intra_var,trainrealaug_inter_var,trainrealaug_alignment,testrealaug_nc1,testrealaug_intra_var,testrealaug_inter_var,testrealaug_alignment,train_vars,test_vars,trainaug_vars,testaug_vars,trainrealaug_vars,testrealaug_vars,train_nc1norm,test_nc1norm,trainaug_nc1norm,testaug_nc1norm,trainrealaug_nc1norm,testrealaug_nc1norm
enc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barlow_rn50,0.84508890286087,5.61441248282791,18.93249750137329,3.4299999475479055,28.82199883460998,43.576,49.092,57.326,63.298,barlow_twins,siamese,1,4095,,False,False,,8192,8192,2,resnet50,resnet50,resnet,7,mlp,mlp,True,23508032,151000000,ImageNet-1K,,224,2x224,True,"['crop', 'flip', 'color', 'gray', 'blur', 'solarize', 'normalize']",2048,avgpool,1000,2048,lars,0.2,1e-06,cosine,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,7.0,2,134222784,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md,,3,2021,MIT,False,True,False,32,,,71.8,,,2021-03-01,1467.0,2048.0,928.5666257171447,18.379213590720347,5.753594534340006,-2.8689881608851686,1.102674244731891,1407.0,2048.0,891.2601552147215,17.07242543497922,5.639734606667484,-2.8333093323367815,1.0774065231851115,317.29170204917364,4.357965506494632,23.72269185488847,0.20130612403242654,330.56286241248256,4.534993731698119,24.673017491759023,0.2052615423168723,350.4219188911464,5.060536129242015,23.972622505630518,0.2300955404886795,363.0714953396091,5.229987033847529,24.804168671262342,0.2330986689894807,3.194388044034915,3.0271682314262844,0.18370451098687596,0.1838037740301867,0.21109647590927663,0.21085113164493582,24.243650436766995,23.76060215641373,8.284068044149354,8.812659934939042,9.14905432921076,9.679325732922857
barlow_rn50_ep300,0.84508890286087,2.4174834601581097,23.095427080988888,3.2739996910095215,29.631999135017388,45.094,50.978,59.556,65.58800000000001,barlow_twins,siamese,1,4095,,False,False,,8192,8192,2,resnet50,resnet50,resnet,7,mlp,mlp,True,23508032,151000000,ImageNet-1K,,224,2x224,True,"['crop', 'flip', 'color', 'gray', 'blur', 'solarize', 'normalize']",2048,avgpool,300,2048,lars,0.2,1.5e-06,cosine,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,7.0,2,134222784,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md,,3,2021,MIT,False,True,False,32,,,70.75,,,2021-03-01,1034.0,2048.0,591.7946418086308,17.625717025148628,6.578679635846704,-2.8620895646290165,1.0618141374983991,981.0,2048.0,556.092896204306,16.3797093387763,6.453375251503143,-2.825786952384894,1.0348638991934265,203.44082641622526,4.092339794855364,22.50370739700411,0.20322004270404012,213.88790783138904,4.208599556373487,23.396359784149624,0.20511136183034762,231.7126384845489,4.716655348184859,22.34010477128614,0.2317926327417724,243.936299138877,4.871866258226964,23.120501097340572,0.2351409448347837,2.6792180195411084,2.5381616131746068,0.18185180435647558,0.17988266530354416,0.21112950885741602,0.21071629190542712,18.40393790574443,17.754679766974725,6.326708747167532,6.828915340395446,7.205920279394548,7.788286641159536
beit_vitb16_pt22k,0.99651329219341,41.064905002713196,10.526579618453987,4.606002569198608,57.194000482559204,83.448,89.666,94.352,95.92399999999999,beit,generative,1,,,False,False,,,,,beitb16 cls,vitb,vit,16,,,,85761984,,ImageNet-22K,,224,224,False,"['crop', 'masking', 'flip', 'color', 'normalize']",768,cls,800,2048,adam,0.0001875,0.05,cosine,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,5.0,1,,https://github.com/microsoft/unilm/tree/master/beit,the architecture is slightly different than vit because they use relative positional embeddings,6,2021,MIT,True,True,True,16,V100,120.0,,,,2021-06-01,130.0,27.0,153.66431116482295,6.95255774567467,1.1764796505605029,-0.007153852457375391,0.0004931672349801258,128.0,27.0,147.2875248196974,6.752289998047089,1.3117232467480184,-0.001127967741242739,0.0004777672749823918,12.398673432765712,1.6141571195477176,6.923839199655885,0.00010740558194513158,12.216575168856318,1.6096276093068527,6.990401458773955,0.00010790337989979191,11.602350843793891,34.29884620709613,46.34453739294147,0.002418714200444703,11.600329533433243,34.15579454357308,47.050034943091376,0.0024274435242584596,5.909628562093961,5.147648343343115,0.23313035918395408,0.23026254197268448,0.7400839049548921,0.7259462099206873,13.477251638839864,13.018500948023744,1.087435596297618,1.0798028930966868,1.017593485036311,1.025333959636153
beit_vitl16_pt22k,0.5525431130081401,27.95544951222837,13.956007361412048,1.0859996080398489,43.54999959468841,78.474,87.08,93.598,95.722,beit,generative,1,,,False,False,,,,,beitl16 cls,vitl,vit,16,,,,303301632,,ImageNet-22K,,224,224,False,"['crop', 'masking', 'flip', 'color', 'normalize']",1024,cls,800,2048,adam,0.0001875,0.05,cosine,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,5.0,1,,https://github.com/microsoft/unilm/tree/master/beit,the architecture is slightly different than vit because they use relative positional embeddings,6,2021,MIT,True,True,True,16,V100,120.0,,,,2021-06-01,63.0,,70.67381267476416,41.14889250957566,7.676784066564976,-0.19377887916393,0.09171290820690191,63.0,,56.94365258374192,39.308842267105014,8.629189542066992,-0.1920403760283686,0.08768423547473334,3.1611189491578715,6.706898467946689,46.67437640038015,0.01491025037951746,3.225645496391819,6.944420114678212,47.494240008290284,0.01537844128158779,8.608046802693666,100.53358568124825,176.0433228500828,0.21651544669432995,8.776831943189439,101.69190999963654,180.84623223724648,0.2175061590083306,5.360173238269549,4.555334203226828,0.14369551315295268,0.14621604879804456,0.5710729839316991,0.562311466164416,8.904063454390027,7.1742258800115115,0.39826355257931234,0.406393133386107,1.0845119578062916,1.1057768866993827
beitv2_vitb16_pt1k,0.99651329219341,6.207309290766711,13.406177610158927,1.872000098228451,22.4820002913475,31.488,35.422,41.534,46.43,beit,generative,2,,,False,False,,,,,beitb16 cls,vitb,vit,16,,,,85761984,,ImageNet-1K,,224,224,False,"['crop', 'color', 'masking', 'normalize']",768,cls,1600,2048,adam,0.0001875,0.05,cosine,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,4.0,1,,https://github.com/microsoft/unilm/tree/master/beit2,the architecture is slightly different than vit because they use relative positional embeddings,8,2022,MIT,True,True,True,16,V100,,,,,2022-08-01,656.0,766.0,101.77700539204916,1184.5983392715711,793.1537680296564,-2.092787168453895,0.6565534872679533,641.0,766.0,97.98753164174579,1139.8074287842796,819.7239334633765,-2.059739277526991,0.6294061298396975,35.29748363268835,323.77194322164826,1623.3611334982088,0.18124270670345846,36.50025693877371,331.0124741022943,1624.2451399138752,0.1861126054798673,39.42978458680316,358.64275956234485,1574.7113900113045,0.20276013379760527,40.66087089590929,366.03325923568565,1574.3422870629786,0.20796185289757893,1.4935292335738843,1.3904771865919952,0.19944542008588473,0.2037946526469804,0.22775142279231894,0.23249915996256484,3.9737244514583154,3.8702748065713446,1.37813520102961,1.4416734710697927,1.5394744473446065,1.6060078420696096
beitv2_vitb16_pt1k_ep300,0.99651329219341,7.32433758676052,9.359148889780041,3.0259996652603185,20.70599943399429,27.933999999999997,31.418000000000003,37.044,41.318,beit,generative,2,,,False,False,,,,,beitb16 cls,vitb,vit,16,,,,85761984,,ImageNet-1K,,224,224,False,"['crop', 'color', 'masking', 'normalize']",768,cls,300,2048,adam,0.0001875,0.05,cosine,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,4.0,1,,https://github.com/microsoft/unilm/tree/master/beit2,the architecture is slightly different than vit because they use relative positional embeddings,8,2022,MIT,True,True,True,16,V100,,,,,2022-08-01,613.0,767.0,46.40828026832978,288.96931193188294,315.5078576862751,-2.3412371620011947,0.5993778002445667,587.0,767.0,45.81650207819372,276.977070821243,321.75747837444743,-2.320287370858116,0.5771678243121425,18.255306611030957,56.38364259747008,511.92402062714586,0.1234112244393826,18.8838326807695,57.886340234436226,513.7987725836243,0.12622328204444433,20.295874771595734,61.614785397859826,497.06796721415265,0.13546326846128942,21.117173802097177,63.341719805301324,497.9191549686648,0.13885571165180077,0.915886260491234,0.8608255889515303,0.11014064651312089,0.11266344593109129,0.12395645960286598,0.12721286010635113,1.8744127856829957,1.8910494200753114,0.7373248894471744,0.7794191878468306,0.8197426611918956,0.8715990409728759
beitv2_vitb16_pt1k_extractb,0.53825927898287,0.84493272006512,17.31080794706941,2.5399997830390895,21.23399972915649,30.516,34.93,41.93,47.53199999999999,beit,generative,2,,,False,False,,,,,beitb16 cls+avg,vitb,vit,16,,,,85761984,,ImageNet-1K,,224,224,False,"['crop', 'color', 'masking', 'normalize']",1536,cls+avg,1600,2048,adam,0.0001875,0.05,cosine,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,4.0,1,,https://github.com/microsoft/unilm/tree/master/beit2,the architecture is slightly different than vit because they use relative positional embeddings,8,2022,MIT,True,True,False,16,V100,,,,,2022-08-01,677.0,1529.0,77.34297531104725,2016.3516425663756,1378.850039938015,-2.4888096180245842,0.7809399611788226,663.0,1529.0,74.63378458389144,1931.409695000296,1421.4100352456994,-2.4513714311090498,0.7484079065041646,27.132553569857457,496.1330392902166,2882.5708966460284,0.19157845929734135,27.827196616710285,507.18401675989435,2894.4582932967387,0.19580748401502332,31.13538601922159,553.1503632850822,2801.369677323995,0.2148407635321353,31.842897672357434,565.1324881323798,2809.841739708147,0.21957133285111982,1.4623429554797844,1.3587984094022807,0.17211477430355127,0.17522588524922927,0.19745711098489452,0.2011260919595703,2.972532013799916,2.8985360119448305,1.0427887442678008,1.0807187650298111,1.1966300925448754,1.2366756709792164
beitv2_vitl16_pt1k,0.5525431130081401,21.39986394904554,15.033592283725739,2.7799993753433228,39.76599872112274,56.382,63.24799999999999,72.85,77.95400000000001,beit,generative,2,,,False,False,,,,,beitl16 cls,vitl,vit,16,,,,303301632,,ImageNet-1K,,224,224,False,"['crop', 'color', 'masking', 'normalize']",1024,cls,1600,2048,adam,0.0001875,0.05,cosine,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,4.0,1,,https://github.com/microsoft/unilm/tree/master/beit2,the architecture is slightly different than vit because they use relative positional embeddings,8,2022,MIT,True,True,False,16,V100,,,,,2022-08-01,291.0,,87.69356000940812,1356.4262880444207,558.1732376548603,-2.389277327011813,0.9276249229836687,291.0,,83.29028672229046,1314.1172347225618,592.6349114126631,-2.401893574988337,0.901603350519719,30.33165471049417,310.18238021963214,1544.648299534988,0.20804081796035923,31.618231291220624,315.50252169442854,1539.6952974472397,0.2111129408104317,58.331778186017104,558.4617102621655,1203.6166924132183,0.38039676412192036,58.84306441086709,564.2744219524579,1196.5930166288779,0.38330749862022656,2.4301170255732516,2.2174144813542997,0.2008110068246679,0.2049123110381129,0.4639863453060502,0.47156753725854905,5.140687529105676,4.882563077641949,1.7780730887267948,1.8534935435819786,3.4194693959196765,3.4494415252254984
